Date,Time,Location,Latitude,Longitude,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary
4/6/2009,12:30,"Bandung, Indonesia",8.5698244,-71.1804988,Military - Indonesian Air Force,,Militiary training,Fokker F-27 Friendship 400M,A-2703,10538,24,18,6,24,18,6,0,"While returning from a military training exercise, and attempting to land, the aircraft struck a hanger and burst into flames."
4/9/2009,7:00,"Near Wamena, Indonesia",-22.3837126,-41.7827578,Aviastar Mandiri,,Jayapura - Wamena,British Aerospace BAe-146-300,PK-BRD,E3189,6,0,6,6,0,6,0,"The cargo plane crashed into Gunung Pike mountain while on approach and attempting to land at Wamena Airport. The crew did not appear to have awareness of the aircraftâ€™s proximity with terrain until impact with terrain was imminent. The flight crew did not act on the Enhanced Ground Proximity Warning System aural warnings, and did not conform to the operatorâ€™s published operating procedures."
4/29/2009,6:00,"Massamba, Democratic Republic of Congo",27.4930026,85.8230251,Bako Air,,"Bangui, CAR- Brazzaville, Congo - Harare, Zimbabwe",Boeing B-737-200,TL-ADM,22264/753,7,5,2,7,5,2,0,Crashed while en route on a ferrying flight. The plane had not been flown for a year.
5/3/2009,12:00,"Near El Alto de Rubio, Venezuela",4.352258637,-54.40959899,Military - Venezuelan Army,,Patrol,Mi-35,EV08114,,18,16,2,18,16,2,0,The helicopter was patrolling along the Venezuelan / Colombian border when radar contact was lost.
5/20/2009,6:30,"Near Madiun, Indonesia",-34.0850678,151.1511763,Military - Indonesian Air Force,,Jakarta - Maduin,Lockheed C-130 Hercules,A-1325,1982,112,98,14,112,98,14,2,"While on approach, the military transport crashed into 4 houses, skidded into a rice field and burst into flames."
5/26/2009,,"Near Isiro, Democratic Republic Congo",47.0104529,28.8638103,Service Air,,Goma - Isiro,Antonov An-26,9Q-CSA,5005,4,0,4,4,0,3,NULL,The cargo plane crashed while on approach to Isiro-Matari Airport.
6/1/2009,0:15,"Atlantic Ocean, 570 miles northeast of Natal, Brazil",-1.658501,29.2204548,Air France,447,Rio de Janeiro - Paris,Airbus A330-203,F-GZCP,660,228,216,12,228,216,12,0,"The Airbus went missing over the Atlantic Ocean on a flight from Rio de Janeiro to Paris, France. The plane departed from Rio de Janeiro-Galeao International Airport at 19:03 LT bound for Charles de Gaulle Airport in Paris. The last radio contact with the flight was at 01:33 UTC.  The aircraft left CINDACTA III radar coverage at 01:48 UTC, flying normally at FL350. The aircraft reportedly went through a thunderstorm with strong turbulence at 02:00 UTC. At 02:14 UTC an automated message was received indicating a failure of the electrical system. The plane carried 12 crew members and 216 passengers. The wreckage was finally discovered on April 3, 2011 using unmanned submarines.  Flight447 passed into clouds associated with a large system of thunderstorms, its speed sensors became iced over, and the autopilot disengaged. In the ensuing confusion, the pilots lost control of the airplane because they reacted incorrectly to the loss of instrumentation and then seemed unable to comprehend the nature of the problems they had caused. Neither weather nor malfunction doomed flight, nor a complex chain of error, but a simple but persistent mistake on the part of one of the pilots.    The crew did not realize the plane was in a stall, were insufficiently trained in flying manually, and never informed the passengers that anything was wrong before they plunged into the sea. The captain was on a rest break when the warnings began. The two co-pilots were facing faulty speed readings from unreliable sensors and repeated alarm signals, but fail to explain why the pilots responded the way they did. It's unclear why the co-pilot at the controls maintained a nose-up input - contrary to the normal procedure to come out of an aerodynamic stall. Normally, the nose should be pointed slightly downward to regain lift in such a stall, often caused because the plane is traveling too slowly. A basic maneuver for stall recovery, which pilots are taught at the outset of their flight training, is to push the yoke forward and apply full throttle to lower the nose of the plane and build up speed. The report confirms that external speed sensors obstructed by ice crystals produced irregular speed readings on the plane. Since the accident, Air France has replaced the speed monitors on all its Airbus A330 and A340 aircraft. The BEA said neither of the co-pilots at the controls had received recent training for manual aircraft handling, or had any high-altitude schooling in case of unreliable air speed readings. A stall warning sounded numerous times, and once for a full 54 seconds, but the crew made no reference to it in cockpit exchanges before the jet crashed."
6/7/2009,8:30,"Near Port Hope Simpson, Newfoundland, Canada",-1.4268782,5.6352801,Strait Air,,Lourdes de Blanc Sablon - Port Hope Simpson,Britten-Norman BN-2A-27 Islander,C-FJJR,424,1,0,1,1,0,1,0,The air ambulance crashed into hills while attempting to land in heavy fog about 4 miles from the airport.
6/8/2009,,"State of Arunachal Pradesh, India",45.3453029,34.4997274,Military - Indian Air Force,,Mechuka - Jorhat,Antonov An-32,,,13,6,7,13,6,7,0,The military transport went missing while en route and might have crashed due to heavy rain in the mountainous region.
6/29/2009,16:01,"Near Wamena, Indonesia",48.3093032,-120.6564879,Aviastar Mandiri,,"Dekari - Wamena, Indonesia",de Havilland Canada DHC-6 Twin Otter 300,PK-BRO,756,3,0,3,3,0,3,0,"While en route and nearing it's destination, the cargo plane crashed into a 9,600 ft. mountain in the Tangma district."
6/30/2009,1:51,"Off Mitsamiouli, Comoros",33.44,-118.49833,Yemenia Airway,626,"Sana'a, Yemen - Moroni, Comoros",Airbus A310-324,7O-ADJ,535,153,142,11,152,141,11,0,"The plane crashed into the Indian Ocean, 10 miles off the coast,while attempting a second approach to Hahaya Airport in Moroni. A 12 year old girl survived the accident. Crew error. The accident was due to inappropriate action by the crew during a non-stabilizing maneuver."
7/3/2009,,"Near,  Peshawar ,  Pakistan",55.1644419,61.4368431,Military - Pakistan Army,,,Mil Mi-17,,,26,24,2,26,24,2,0,The military helicopter crashed en route while transporting troops.
7/15/2009,11:33,"Near Qazvin, Iran",8.9823792,-79.5198696,Caspian Airlines,RV-7908,"Tehran, Iran - Yerevan, Armenia",Tupolev 154M,EP-CPG,87A-748,168,153,15,168,153,15,0,"The airliner crashed into a field 75 miles northwest of Tehran, 11 minutes after taking off from Imam Khomeini Airport. The plane exploded and disintegrated upon impact. Separation of a piece of the low pressure compressor from the No. 1 engine. Debris from that  hit the aircraft  body, disabling the fuel lines."
7/19/2009,11:50,"Kandahar Airport, Afghanistan",14.0607145,-87.1824529,Vertical-T Air,,,Mil Mi-8,,,21,NULL,NULL,16,NULL,NULL,0,A civilian contractor's helicopter crashed while attempting to take off.
7/24/2009,18:20,"Mashad, Iran",30.7235263,-95.5507771,Aria Airlines,1525,Tehran - Mashad,Ilyushin Il-62M,UP-16208,1591525/257,153,138,15,16,3,13,0,"While attempting to land, the plane skidded off the runway and crashed into a wall. Iran's Civil Aviation Organization stated the plane flew too fast during the approach and landing. The usual landing speed for an Il-62 would have been between 145 and 165 mph, however, it landed at a speed of 197 mph. Because of this, the airplane ran off the runway and collided with a wall."
8/2/2009,10:25,"Ampisibil Village, Indonesia",15.597431,32.535587,Merpati Nusantara Airlines,9760D,Jayapura - Oksibil,de Havilland Canada DHC-6 Twin Otter 300,PK-NVC,626,16,13,3,16,13,3,0,"Contact was lost with the aircraft 15 minutes after taking off. Debris was found in the Bintang mountains at an elevation of 9,300 feet. The crew did not maintain visual flight procedures when flying below lowest safe altitude, and the aircraft was flown into cloud in the vicinity of gap north west of Oksibil. The accident was consistent with controlled flight into terrain."
8/4/2009,14:30,"Koh Samui, Thailand",41.6524911,-70.2881124,Bangkok Airlines,226,Karabi - Koh Samui,ATR-72-212A,HS-PGL,670,72,68,4,1,0,1,0,"The plane skidded off the runway and collided with an unused control tower, killing the pilot."
8/8/2009,12:00,"New York, New York",6.2641731,101.2750531,Liberty Helicopter Sightseeing Tours / Private,,"Sightseeing / Teteboro - Ocean City, NJ",Eurocopter AS-350BA / Piper PA-32R-300,N401lH / N71MC,3059 / 32R-7680172,9,7,2,9,7,2,0,Midair collision between a sightseeing helicopter and Piper Saratoga. Both aircraft fell into the Hudson River after colliding. The private plane approached and hit the the helicopter at almost a 90 degree angle. Both were flying VFR. Six killed on the helicopter and 3 aboard the private plane.
8/11/2009,11:14,"Near Port Moresby, Papua New Guinea",-6.7160575,106.733719, Airlines  PNG,4684,Port Moreby - Kokoda,de Havilland Canada DHC-6 Twin Otter 300,P2-MCB,441,13,11,2,13,11,2,0,"The aircraft crashed on the eastern side of the Kokoda Gap, about 11 kms. southeast of Kokoda Airport. The aircraft impacted steep, heavily timbered terrain in a near-level altitude. Significant layers of clouds were in the area between the altitudes of 800 and 18,000 ft. with isolated showers and thunderstorms and embedded Cumulo Nimbus clouds."
8/26/2009,5:00,"Nganga Lingolo, Congo",9.5279875,31.6682347,Aero Fret Business,,Pointe Noire - Brazzaville,Antonov An-12BK,TN-AIA,6344607,7,2,5,7,2,5,0,"The cargo plane crashed 7 miles SE of Brazzaville into a cemetery, short of the runway, while on approach to land. Reports indicate the rear of the plane had been on fire and the aircraft broke up before it hit the ground."
9/8/2009,10:30,"Ugamsk Gorge, South Kazakistan",35.1982836,-111.651302,Military - Kazakhstan border guard service,,Patrol,Mil Mi-8,,,13,NULL,NULL,10,NULL,NULL,0,The helicopter crashed while while pursuing suspected gunmen near the Uzbek border.
9/24/2009,8:00,"Merebank, South Africa",15.597431,32.535587,SA Airlink,8911,"Durban - Pietemaritburg, South Africa",British Aerospace Jetstream 41,ZS-NRM,41069,3,0,3,1,0,1,0,"The aircraft was on a positioning flight when it suffered an engine failure on take off.  The crew declared an emergency but the plane crashed onto a vacant lot, slid though a  fence and broke up on the grounds of a school, 400 meters from the runway. Instead of shutting down the malfunctioning engine, the pilot switched off the left engine - which was serviceable."
9/25/2009,23:30,"Georgetown, South Carolina",25.4383234,-100.973678,Omniflight Helicopters Inc.,,Charleston - Conway,Eurocopter AS350-B2,N417AE,9032,3,2,1,3,2,1,0,"The air ambulance crashed shortly after departure after dropping off a patient and while returning to base. The pilot, medic and nurse were all killed. The pilotâ€™s decision to continue the visual flight rules flight into an area of instrument meteorological conditions, which resulted in the pilotâ€™s spatial disorientation and a loss of control of the helicopter. Contributing to the accident was the inadequate oversight of the flight by Omniflightâ€™s Operational Control Center."
10/17/2009,12:38,"Manila, Philippines",4.7109886,-74.072092,Victoria Air,,"Manila - Puerto Princesa, Philippines",Douglas DC-3C,RPC550,25737/14292,4,0,4,4,0,4,0,Shortly after take off the crew reported engine problems and requested an emergency return to the airport. The pilot was not able to make the turn and the cargo plane crashed into an abandoned warehouse and burst into flames.
10/21/2009,15:31,"Sharjah, United Arab Emirates",44.0879297,-93.2260184,Azzi,,"Sharjar, UAE- Khartoum, Sudan",Boeing 707-330C,ST-AKW,20123/788,6,0,6,6,0,6,0,"The cargo plane took off, banked to the right and crashed into the desert, 3km from the airport."
10/22/2009,10:45,"Off Bonaire, Netherlands Antilles",49.6506376,-125.4493906,Divi Divi Air,16,"Curacao - Bonaire, Netherlands Antilles",Britten-Norman BN-2A-8 Island,PJ-SUN,377,10,9,1,1,0,1,0,"While on approach, the right engine failed and the pilot was not able to maintain altitude. The plane ditched into the ocean.Nine passengers were rescued but the pilot was not able to leave the sinking plane and died."
11/1/2009,21:19,"Off Mongokhto, Russia",40.7279209,-123.0553904,Military - Russian Navy,,Ferrying,Tupolev Tu-142M3,RF-76801,93495866/7207,11,0,11,11,0,11,0,Crashed 20 miles offshore in the Tartar Strait while on approach.
